file_name,PA_length,PA_diameter,Node_nb,SA_nb,SA_average,SA_int,TA_nb,TA_average,TA_int,QA_nb,Sp_nb,SA,SA_length,node,TA_nb,Sp_nb,SA_int,TA,TA_length,QA_nb,Sp_nb,TA_int,QA,QA_length,Sp_nb,QA_int
13_2_1_1_3_DSC01482,11.59,0.86,8,9.0,11.16,1.45,37.0,2.47,0.37,0.0,221,SA5,11.55,4,4,27,1.82,SA5_TA2,3.63,0,5,3.48,NV,NV,NV,NV
13_2_1_1_3_DSC01482,11.59,0.86,8,9.0,11.16,1.45,37.0,2.47,0.37,0.0,221,SA5,11.55,4,4,27,1.82,SA5_TA3,2.36,0,4,5.06,NV,NV,NV,NV
13_2_1_1_3_DSC01482,11.59,0.86,8,9.0,11.16,1.45,37.0,2.47,0.37,0.0,221,SA5,11.55,4,4,27,1.82,SA5_TA4,1.8,0,4,6.48,NV,NV,NV,NV
13_2_1_1_3_DSC01482,11.59,0.86,8,9.0,11.16,1.45,37.0,2.47,0.37,0.0,221,SA6,12.35,5,5,32,1.34,SA6_TA1,3.58,0,6,1.28,NV,NV,NV,NV
13_2_1_1_3_DSC01482,11.59,0.86,8,9.0,11.16,1.45,37.0,2.47,0.37,0.0,221,SA6,12.35,5,5,32,1.34,SA6_TA2,2.6,0,4,3.31,NV,NV,NV,NV
13_2_1_1_3_DSC01482,11.59,0.86,8,9.0,11.16,1.45,37.0,2.47,0.37,0.0,221,SA6,12.35,5,5,32,1.34,SA6_TA3,2.78,0,5,4.84,NV,NV,NV,NV
13_2_1_1_3_DSC01482,11.59,0.86,8,9.0,11.16,1.45,37.0,2.47,0.37,0.0,221,SA6,12.35,5,5,32,1.34,SA6_TA4,2.27,0,4,6.25,NV,NV,NV,NV
13_2_1_1_3_DSC01482,11.59,0.86,8,9.0,11.16,1.45,37.0,2.47,0.37,0.0,221,SA6,12.35,5,5,32,1.34,SA6_TA5,2.1,0,4,7.48,NV,NV,NV,NV
13_2_1_1_3_DSC01482,11.59,0.86,8,9.0,11.16,1.45,37.0,2.47,0.37,0.0,221,SA7,11.25,6,5,29,2.04,SA7_TA1,2.63,0,29,0.33,NV,NV,NV,NV
13_2_1_1_3_DSC01482,11.59,0.86,8,9.0,11.16,1.45,37.0,2.47,0.37,0.0,221,SA7,11.25,6,5,29,2.04,SA7_TA2,3.26,0,5,2.38,NV,NV,NV,NV
13_2_1_1_3_DSC01482,11.59,0.86,8,9.0,11.16,1.45,37.0,2.47,0.37,0.0,221,SA7,11.25,6,5,29,2.04,SA7_TA3,2.92,0,5,4.19,NV,NV,NV,NV
13_2_1_1_3_DSC01482,11.59,0.86,8,9.0,11.16,1.45,37.0,2.47,0.37,0.0,221,SA7,11.25,6,5,29,2.04,SA7_TA4,2.13,0,5,5.59,NV,NV,NV,NV
13_2_1_1_3_DSC01482,11.59,0.86,8,9.0,11.16,1.45,37.0,2.47,0.37,0.0,221,SA7,11.25,6,5,29,2.04,SA7_TA5,1.81,0,3,6.77,NV,NV,NV,NV
13_2_1_1_3_DSC01482,11.59,0.86,8,9.0,11.16,1.45,37.0,2.47,0.37,0.0,221,SA8,10.54,7,4,25,1.53,SA8_TA1,3.53,0,0,0.8,NV,NV,NV,NV
